ID	Year	Title	Valence
2006_99	2006	Do I Make You Proud	valence-score
2006_100	2006	For You I Will (Confidence)	valence-score
2007_1	2007	Irreplaceable	valence-score
2007_2	2007	Umbrella	valence-score
2007_3	2007	The Sweet Escape	valence-score
2007_4	2007	Big Girls Don't Cry	valence-score
2007_5	2007	Buy U A Drank (Shawty Snappin')	valence-score
2007_6	2007	Before He Cheats	valence-score
2007_7	2007	Hey There Delilah	valence-score
2007_8	2007	I Wanna Love You	valence-score
2007_9	2007	Say It Right	valence-score
2007_10	2007	Glamorous	valence-score
2007_11	2007	Don't Matter	valence-score
2007_12	2007	Girlfriend	valence-score
2007_13	2007	Makes Me Wonder	valence-score
2007_14	2007	Party Like A Rockstar	valence-score
2007_15	2007	Smack That	valence-score
2007_16	2007	This Is Why I'm Hot	valence-score
2007_17	2007	It's Not Over	valence-score
2007_18	2007	The Way I Are	valence-score
2007_19	2007	Fergalicious	valence-score
2007_20	2007	Crank That (Soulja Boy)	valence-score
2007_21	2007	Give It To Me	valence-score
2007_22	2007	What Goes Around...Comes Around	valence-score
2007_23	2007	Cupid's Chokehold/Breakfast In America	valence-score
2007_24	2007	How To Save A Life	valence-score
2007_25	2007	Home	valence-score
2007_26	2007	My Love	valence-score
2007_27	2007	Stronger	valence-score
2007_28	2007	We Fly High	valence-score
2007_29	2007	U + Ur Hand	valence-score
2007_30	2007	Walk It Out	valence-score
2007_31	2007	Beautiful Girls	valence-score
2007_32	2007	This Ain't A Scene, It's An Arms Race	valence-score
2007_33	2007	Bartender	valence-score
2007_34	2007	Pop, Lock & Drop It	valence-score
2007_35	2007	Runaway Love	valence-score
2007_36	2007	Rockstar	valence-score
2007_37	2007	Thnks Fr Th Mmrs	valence-score
2007_38	2007	What I've Done	valence-score
2007_39	2007	Summer Love	valence-score
2007_40	2007	You	valence-score
2007_41	2007	Wait For You	valence-score
2007_42	2007	Last Night	valence-score
2007_43	2007	Make It Rain	valence-score
2007_44	2007	Make Me Better	valence-score
2007_45	2007	Ice Box	valence-score
2007_46	2007	Lips Of An Angel	valence-score
2007_47	2007	Waiting On The World To Change	valence-score
2007_48	2007	Lost Without U	valence-score
2007_49	2007	I'm A Flirt	valence-score
2007_50	2007	If Everyone Cared	valence-score
2007_51	2007	Get It Shawty	valence-score
2007_52	2007	Face Down	valence-score
2007_53	2007	The Way I Live	valence-score
2007_54	2007	Shortie Like Mine	valence-score
2007_55	2007	It Ends Tonight	valence-score
2007_56	2007	A Bay Bay	valence-score
2007_57	2007	Because Of You	valence-score
2007_58	2007	I Tried	valence-score
2007_59	2007	Welcome To The Black Parade	valence-score
2007_60	2007	Shawty	valence-score
2007_61	2007	Chasing Cars	valence-score
2007_62	2007	Beautiful Liar	valence-score
2007_63	2007	SexyBack	valence-score
2007_64	2007	Keep Holding On	valence-score
2007_65	2007	Let It Go	valence-score
2007_66	2007	Apologize	valence-score
2007_67	2007	Bubbly	valence-score
2007_68	2007	Like A Boy	valence-score
2007_69	2007	Who Knew	valence-score
2007_70	2007	Never Again	valence-score
2007_71	2007	Promise	valence-score
2007_72	2007	Bed	valence-score
2007_73	2007	Throw Some D's	valence-score
2007_74	2007	Rehab	valence-score
2007_75	2007	Big Things Poppin' (Do It)	valence-score
2007_76	2007	No One	valence-score
2007_77	2007	The Great Escape	valence-score
2007_78	2007	2 Step	valence-score
2007_79	2007	Walk Away (Remember Me)	valence-score
2007_80	2007	Go Getta	valence-score
2007_81	2007	Here (In Your Arms)	valence-score
2007_82	2007	On The Hotline	valence-score
2007_83	2007	Wind It Up	valence-score
2007_84	2007	Cyclone	valence-score
2007_85	2007	Break It Off	valence-score
2007_86	2007	First Time	valence-score
2007_87	2007	Ayo Technology	valence-score
2007_88	2007	Outta My System	valence-score
2007_89	2007	Teardrops On My Guitar	valence-score
2007_90	2007	Shut Up And Drive	valence-score
2007_91	2007	Snow ((Hey Oh))	valence-score
2007_92	2007	Money Maker	valence-score
2007_93	2007	Kiss Kiss	valence-score
2007_94	2007	Far Away	valence-score
2007_95	2007	Rock Yo Hips	valence-score
2007_96	2007	LoveStoned	valence-score
2007_97	2007	Better Than Me	valence-score
2007_98	2007	Paralyzer	valence-score
2007_99	2007	That's That	valence-score
2007_100	2007	Same Girl	valence-score
2008_1	2008	Low	valence-score
2008_2	2008	Bleeding Love	valence-score
2008_3	2008	No One	valence-score
2008_4	2008	Lollipop	valence-score
2008_5	2008	Apologize	valence-score
2008_6	2008	No Air	valence-score
2008_7	2008	Love Song	valence-score
2008_8	2008	Love In This Club	valence-score
2008_9	2008	With You	valence-score
2008_10	2008	Forever	valence-score
2008_11	2008	Sexy Can I	valence-score
2008_12	2008	Take A Bow	valence-score
2008_13	2008	Viva La Vida	valence-score
2008_14	2008	I Kissed A Girl	valence-score
2008_15	2008	Whatever You Like	valence-score
2008_16	2008	Disturbia	valence-score
2008_17	2008	Don't Stop The Music	valence-score
2008_18	2008	Pocketful Of Sunshine	valence-score
2008_19	2008	Kiss Kiss	valence-score
2008_20	2008	Closer	valence-score
2008_21	2008	Bubbly	valence-score
2008_22	2008	Touch My Body	valence-score
2008_23	2008	4 Minutes	valence-score
2008_24	2008	So What	valence-score
2008_25	2008	Paralyzer	valence-score
2008_26	2008	Clumsy	valence-score
2008_27	2008	I'm Yours	valence-score
2008_28	2008	Leavin'	valence-score
2008_29	2008	Dangerous	valence-score
2008_30	2008	Tattoo	valence-score
2008_31	2008	See You Again	valence-score
2008_32	2008	Shake It	valence-score
2008_33	2008	Stop And Stare	valence-score
2008_34	2008	Take You There	valence-score
2008_35	2008	Paper Planes	valence-score
2008_36	2008	Hot N Cold	valence-score
2008_37	2008	Live Your Life	valence-score
2008_38	2008	Bust It Baby Part 2	valence-score
2008_39	2008	American Boy	valence-score
2008_40	2008	Got Money	valence-score
2008_41	2008	Our Song	valence-score
2008_42	2008	Damaged	valence-score
2008_43	2008	A Milli	valence-score
2008_44	2008	Sorry	valence-score
2008_45	2008	Independent	valence-score
2008_46	2008	Can't Believe It	valence-score
2008_47	2008	Like You'll Never See Me Again	valence-score
2008_48	2008	Teardrops On My Guitar	valence-score
2008_49	2008	When I Grow Up	valence-score
2008_50	2008	Sensual Seduction	valence-score
2008_51	2008	What You Got	valence-score
2008_52	2008	It's Not My Time	valence-score
2008_53	2008	Better In Time	valence-score
2008_54	2008	Crank That (Soulja Boy)	valence-score
2008_55	2008	Shadow Of The Day	valence-score
2008_56	2008	Sweetest Girl (Dollar Bill)	valence-score
2008_57	2008	Miss Independent	valence-score
2008_58	2008	Fall For You	valence-score
2008_59	2008	In The Ayer	valence-score
2008_60	2008	Say	valence-score
2008_61	2008	One Step At A Time	valence-score
2008_62	2008	Hate That I Love You	valence-score
2008_63	2008	Superstar	valence-score
2008_64	2008	Suffocate	valence-score
2008_65	2008	Let It Rock	valence-score
2008_66	2008	Get Like Me	valence-score
2008_67	2008	Realize	valence-score
2008_68	2008	Put On	valence-score
2008_69	2008	The Time Of My Life	valence-score
2008_70	2008	Lolli Lolli (Pop That Body)	valence-score
2008_71	2008	Cyclone	valence-score
2008_72	2008	Love Like This	valence-score
2008_73	2008	Burnin' Up	valence-score
2008_74	2008	Love Lockdown	valence-score
2008_75	2008	I Luv Your Girl	valence-score
2008_76	2008	Crush	valence-score
2008_77	2008	Hypnotized	valence-score
2008_78	2008	Big Girls Don't Cry	valence-score
2008_79	2008	Good Life	valence-score
2008_80	2008	Womanizer	valence-score
2008_81	2008	Love Story	valence-score
2008_82	2008	Just Fine	valence-score
2008_83	2008	Piece Of Me	valence-score
2008_84	2008	The Boss	valence-score
2008_85	2008	All Summer Long	valence-score
2008_86	2008	Can't Help But Wait	valence-score
2008_87	2008	In Love With A Girl	valence-score
2008_88	2008	My Life	valence-score
2008_89	2008	I Remember	valence-score
2008_90	2008	Flashing Lights	valence-score
2008_91	2008	Mrs. Officer	valence-score
2008_92	2008	7 Things	valence-score
2008_93	2008	You're Gonna Miss This	valence-score
2008_94	2008	Love Remains The Same	valence-score
2008_95	2008	Feels Like Tonight	valence-score
2008_96	2008	The Way I Are	valence-score
2008_97	2008	Addicted	valence-score
2008_98	2008	Into The Night	valence-score
2008_99	2008	Heaven Sent	valence-score
2008_100	2008	She Got It	valence-score
2009_1	2009	Boom Boom Pow	valence-score
2009_2	2009	Poker Face	valence-score
2009_3	2009	Just Dance	valence-score
2009_4	2009	I Gotta Feeling	valence-score
2009_5	2009	Love Story	valence-score
2009_6	2009	Right Round	valence-score
2009_7	2009	I'm Yours	valence-score
2009_8	2009	Single Ladies (Put A Ring On It)	valence-score
2009_9	2009	Heartless	valence-score
2009_10	2009	Gives You Hell	valence-score
2009_11	2009	You Belong With Me	valence-score
2009_12	2009	Dead And Gone	valence-score
2009_13	2009	You Found Me	valence-score
2009_14	2009	Use Somebody	valence-score
2009_15	2009	Knock You Down	valence-score
2009_16	2009	Blame It	valence-score
2009_17	2009	I Know You Want Me (Calle Ocho)	valence-score
2009_18	2009	Live Your Life	valence-score
2009_19	2009	Kiss Me Thru The Phone	valence-score
2009_20	2009	Down	valence-score
2009_21	2009	The Climb	valence-score
2009_22	2009	Best I Ever Had	valence-score
2009_23	2009	My Life Would Suck Without You	valence-score
2009_24	2009	Halo	valence-score
2009_25	2009	Hot N Cold	valence-score
2009_26	2009	Second Chance	valence-score
2009_27	2009	Circus	valence-score
2009_28	2009	Day 'N' Nite	valence-score
2009_29	2009	Party In The U.S.A.	valence-score
2009_30	2009	Don't Trust Me	valence-score
2009_31	2009	Run This Town	valence-score
2009_32	2009	Let It Rock	valence-score
2009_33	2009	Fire Burning	valence-score
2009_34	2009	Whatcha Say	valence-score
2009_35	2009	LoveGame	valence-score
2009_36	2009	Waking Up In Vegas	valence-score
2009_37	2009	Birthday Sex	valence-score
2009_38	2009	Sober	valence-score
2009_39	2009	Womanizer	valence-score
2009_40	2009	Whatever You Like	valence-score
2009_41	2009	Obsessed	valence-score
2009_42	2009	Mad	valence-score
2009_43	2009	Good Girls Go Bad	valence-score
2009_44	2009	Love Lockdown	valence-score
2009_45	2009	So What	valence-score
2009_46	2009	Hotel Room Service	valence-score
2009_47	2009	Crack A Bottle	valence-score
2009_48	2009	If I Were A Boy	valence-score
2009_49	2009	Turnin Me On	valence-score
2009_50	2009	I Hate This Part	valence-score
2009_51	2009	Gotta Be Somebody	valence-score
2009_52	2009	Please Don't Leave Me	valence-score
2009_53	2009	Paparazzi	valence-score
2009_54	2009	Beautiful	valence-score
2009_55	2009	Viva La Vida	valence-score
2009_56	2009	Right Now (Na Na Na)	valence-score
2009_57	2009	Battlefield	valence-score
2009_58	2009	Sugar	valence-score
2009_59	2009	Miss Independent	valence-score
2009_60	2009	Fireflies	valence-score
2009_61	2009	New Divide	valence-score
2009_62	2009	Empire State Of Mind	valence-score
2009_63	2009	No Surprise	valence-score
2009_64	2009	She Wolf	valence-score
2009_65	2009	Break Up	valence-score
2009_66	2009	Sweet Dreams	valence-score
2009_67	2009	Every Girl	valence-score
2009_68	2009	Fallin' For You	valence-score
2009_69	2009	Untouched	valence-score
2009_70	2009	If Today Was Your Last Day	valence-score
2009_71	2009	Throw It In The Bag	valence-score
2009_72	2009	Love Drunk	valence-score
2009_73	2009	I Love College	valence-score
2009_74	2009	If U Seek Amy	valence-score
2009_75	2009	Big Green Tractor	valence-score
2009_76	2009	White Horse	valence-score
2009_77	2009	Disturbia	valence-score
2009_78	2009	21 Guns	valence-score
2009_79	2009	Turn My Swag On	valence-score
2009_80	2009	Rockin' That Thang	valence-score
2009_81	2009	Chicken Fried	valence-score
2009_82	2009	Diva	valence-score
2009_83	2009	Replay	valence-score
2009_84	2009	Then	valence-score
2009_85	2009	Her Diamonds	valence-score
2009_86	2009	How Do You Sleep?	valence-score
2009_87	2009	3	valence-score
2009_88	2009	Forever	valence-score
2009_89	2009	One Time	valence-score
2009_90	2009	I Run To You	valence-score
2009_91	2009	I Do Not Hook Up	valence-score
2009_92	2009	Green Light	valence-score
2009_93	2009	People Are Crazy	valence-score
2009_94	2009	Whatever It Is	valence-score
2009_95	2009	Already Gone	valence-score
2009_96	2009	Goodbye	valence-score
2009_97	2009	Say Hey (I Love You)	valence-score
2009_98	2009	Pop Champagne	valence-score
2009_99	2009	Pretty Wings	valence-score
2009_100	2009	Never Say Never	valence-score
2010_1	2010	TiK ToK	valence-score
2010_2	2010	Need You Now	valence-score
2010_3	2010	Hey, Soul Sister	valence-score
2010_4	2010	California Gurls	valence-score
2010_5	2010	OMG	valence-score
2010_6	2010	Airplanes	valence-score
2010_7	2010	Love The Way You Lie	valence-score
2010_8	2010	Bad Romance	valence-score
2010_9	2010	Dynamite	valence-score
2010_10	2010	Break Your Heart	valence-score
2010_11	2010	Nothin' On You	valence-score
2010_12	2010	I Like It	valence-score
2010_13	2010	BedRock	valence-score
2010_14	2010	In My Head	valence-score
2010_15	2010	Rude Boy	valence-score
2010_16	2010	Telephone	valence-score
2010_17	2010	Teenage Dream	valence-score
2010_18	2010	Just The Way You Are	valence-score
2010_19	2010	Cooler Than Me	valence-score
2010_20	2010	Imma Be	valence-score
2010_21	2010	Empire State Of Mind	valence-score
2010_22	2010	DJ Got Us Fallin' In Love	valence-score
2010_23	2010	Billionaire	valence-score
2010_24	2010	Not Afraid	valence-score
2010_25	2010	Replay	valence-score
2010_26	2010	Sexy Chick	valence-score
2010_27	2010	Breakeven	valence-score
2010_28	2010	Your Love Is My Drug	valence-score
2010_29	2010	I Gotta Feeling	valence-score
2010_30	2010	Fireflies	valence-score
2010_31	2010	Say Aah	valence-score
2010_32	2010	Find Your Love	valence-score
2010_33	2010	Alejandro	valence-score
2010_34	2010	Ridin' Solo	valence-score
2010_35	2010	Just A Dream	valence-score
2010_36	2010	How Low	valence-score
2010_37	2010	Like A G6	valence-score
2010_38	2010	Carry Out	valence-score
2010_39	2010	Haven't Met You Yet	valence-score
2010_40	2010	Club Can't Handle Me	valence-score
2010_41	2010	Down	valence-score
2010_42	2010	Bulletproof	valence-score
2010_43	2010	Whatcha Say	valence-score
2010_44	2010	Baby	valence-score
2010_45	2010	Whataya Want From Me	valence-score
2010_46	2010	Mine	valence-score
2010_47	2010	Only Girl (In The World)	valence-score
2010_48	2010	Live Like We're Dying	valence-score
2010_49	2010	Hard	valence-score
2010_50	2010	Young Forever	valence-score
2010_51	2010	Blah Blah Blah	valence-score
2010_52	2010	Bottoms Up	valence-score
2010_53	2010	Do You Remember	valence-score
2010_54	2010	All The Right Moves	valence-score
2010_55	2010	According To You	valence-score
2010_56	2010	My Chick Bad	valence-score
2010_57	2010	You Belong With Me	valence-score
2010_58	2010	Meet Me Halfway	valence-score
2010_59	2010	Take It Off	valence-score
2010_60	2010	Over	valence-score
2010_61	2010	Animal	valence-score
2010_62	2010	Misery	valence-score
2010_63	2010	Magic	valence-score
2010_64	2010	Paparazzi	valence-score
2010_65	2010	Tie Me Down	valence-score
2010_66	2010	Your Love	valence-score
2010_67	2010	Party In The U.S.A.	valence-score
2010_68	2010	Deuces	valence-score
2010_69	2010	3	valence-score
2010_70	2010	Impossible	valence-score
2010_71	2010	Forever	valence-score
2010_72	2010	Two Is Better Than One	valence-score
2010_73	2010	My First Kiss	valence-score
2010_74	2010	Already Gone	valence-score
2010_75	2010	Rock That Body	valence-score
2010_76	2010	Secrets	valence-score
2010_77	2010	Naturally	valence-score
2010_78	2010	Un-Thinkable (I'm Ready)	valence-score
2010_79	2010	All I Do Is Win	valence-score
2010_80	2010	I Made It (Cash Money Heroes)	valence-score
2010_81	2010	Stuck Like Glue	valence-score
2010_82	2010	Hey Daddy (Daddy's Home)	valence-score
2010_83	2010	There Goes My Baby	valence-score
2010_84	2010	Today Was A Fairytale	valence-score
2010_85	2010	Say Something	valence-score
2010_86	2010	Sweet Dreams	valence-score
2010_87	2010	Use Somebody	valence-score
2010_88	2010	Undo It	valence-score
2010_89	2010	Eenie Meenie	valence-score
2010_90	2010	Right Above It	valence-score
2010_91	2010	The House That Built Me	valence-score
2010_92	2010	If I Die Young	valence-score
2010_93	2010	The Only Exception	valence-score
2010_94	2010	American Honey	valence-score
2010_95	2010	King Of Anything	valence-score
2010_96	2010	Life After You	valence-score
2010_97	2010	Smile	valence-score
2010_98	2010	Teach Me How To Dougie	valence-score
2010_99	2010	Try Sleeping With A Broken Heart	valence-score
2010_100	2010	Lover, Lover	valence-score
2011_1	2011	Rolling In The Deep	valence-score
2011_2	2011	Party Rock Anthem	valence-score
2011_3	2011	Firework	valence-score
2011_4	2011	E.T.	valence-score
2011_5	2011	Give Me Everything	valence-score
2011_6	2011	Grenade	valence-score
2011_7	2011	Super Bass	valence-score
2011_8	2011	Moves Like Jagger	valence-score
2011_9	2011	Just Can't Get Enough	valence-score
2011_10	2011	On The Floor	valence-score
2011_11	2011	S&M	valence-score
2011_12	2011	Pumped Up Kicks	valence-score
2011_13	2011	Last Friday Night (T.G.I.F.)	valence-score
2011_14	2011	Just The Way You Are	valence-score
2011_15	2011	Tonight (I'm Lovin' You)	valence-score
2011_16	2011	Raise Your Glass	valence-score
2011_17	2011	Born This Way	valence-score
2011_18	2011	F**kin' Perfect	valence-score
2011_19	2011	What's My Name?	valence-score
2011_20	2011	Look At Me Now	valence-score
2011_21	2011	Down On Me	valence-score
2011_22	2011	How To Love	valence-score
2011_23	2011	Someone Like You	valence-score
2011_24	2011	Good Life	valence-score
2011_25	2011	The Lazy Song	valence-score
2011_26	2011	Till The World Ends	valence-score
2011_27	2011	The Show Goes On	valence-score
2011_28	2011	The Edge Of Glory	valence-score
2011_29	2011	We R Who We R	valence-score
2011_30	2011	Black And Yellow	valence-score
2011_31	2011	Tonight Tonight	valence-score
2011_32	2011	Blow	valence-score
2011_33	2011	Lighters	valence-score
2011_34	2011	If I Die Young	valence-score
2011_35	2011	Stereo Hearts	valence-score
2011_36	2011	The Time (Dirty Bit)	valence-score
2011_37	2011	Coming Home	valence-score
2011_38	2011	Hey Baby (Drop It To The Floor)	valence-score
2011_39	2011	Only Girl (In The World)	valence-score
2011_40	2011	6 Foot 7 Foot	valence-score
2011_41	2011	Just A Kiss	valence-score
2011_42	2011	Dirt Road Anthem	valence-score
2011_43	2011	Dynamite	valence-score
2011_44	2011	No Hands	valence-score
2011_45	2011	I Wanna Go	valence-score
2011_46	2011	I'm On One	valence-score
2011_47	2011	You Make Me Feel...	valence-score
2011_48	2011	Yeah 3X	valence-score
2011_49	2011	Moment 4 Life	valence-score
2011_50	2011	I Need A Doctor	valence-score
2011_51	2011	Just A Dream	valence-score
2011_52	2011	Motivation	valence-score
2011_53	2011	Stereo Love	valence-score
2011_54	2011	Jar Of Hearts	valence-score
2011_55	2011	Roll Up	valence-score
2011_56	2011	Sexy And I Know It	valence-score
2011_57	2011	Rocketeer	valence-score
2011_58	2011	All Of The Lights	valence-score
2011_59	2011	Hold It Against Me	valence-score
2011_60	2011	More	valence-score
2011_61	2011	What The Hell	valence-score
2011_62	2011	Written In The Stars	valence-score
2011_63	2011	Bottoms Up	valence-score
2011_64	2011	DJ Got Us Fallin' In Love	valence-score
2011_65	2011	For The First Time	valence-score
2011_66	2011	Honey Bee	valence-score
2011_67	2011	Don't You Wanna Stay	valence-score
2011_68	2011	We Found Love	valence-score
2011_69	2011	Pretty Girl Rock	valence-score
2011_70	2011	You And I	valence-score
2011_71	2011	Like A G6	valence-score
2011_72	2011	Without You	valence-score
2011_73	2011	Back To December	valence-score
2011_74	2011	Teenage Dream	valence-score
2011_75	2011	Crazy Girl	valence-score
2011_76	2011	Cheers (Drink To That)	valence-score
2011_77	2011	Who Says	valence-score
2011_78	2011	Barefoot Blue Jean Night	valence-score
2011_79	2011	Knee Deep	valence-score
2011_80	2011	Country Girl (Shake It For Me)	valence-score
2011_81	2011	Remind Me	valence-score
2011_82	2011	In The Dark	valence-score
2011_83	2011	Backseat	valence-score
2011_84	2011	Headlines	valence-score
2011_85	2011	Best Thing I Never Had	valence-score
2011_86	2011	Don't Wanna Go Home	valence-score
2011_87	2011	Where Them Girls At	valence-score
2011_88	2011	She Ain't You	valence-score
2011_89	2011	Take A Back Road	valence-score
2011_90	2011	Please Don't Go	valence-score
2011_91	2011	Sure Thing	valence-score
2011_92	2011	Price Tag	valence-score
2011_93	2011	God Gave Me You	valence-score
2011_94	2011	She Will	valence-score
2011_95	2011	Are You Gonna Kiss Me Or Not	valence-score
2011_96	2011	Animal	valence-score
2011_97	2011	You And Tequila	valence-score
2011_98	2011	Colder Weather	valence-score
2011_99	2011	My Last	valence-score
2012_1	2012	Somebody That I Used To Know	valence-score
2012_2	2012	Call Me Maybe	valence-score
2012_3	2012	We Are Young	valence-score
2012_4	2012	Payphone	valence-score
2012_5	2012	Lights	valence-score
2012_6	2012	Glad You Came	valence-score
2012_7	2012	Stronger (What Doesn't Kill You)	valence-score
2012_8	2012	We Found Love	valence-score
2012_9	2012	Starships	valence-score
2012_10	2012	What Makes You Beautiful	valence-score
2012_11	2012	Wild Ones	valence-score
2012_12	2012	Set Fire To The Rain	valence-score
2012_13	2012	Sexy And I Know It	valence-score
2012_14	2012	Some Nights	valence-score
2012_15	2012	Wide Awake	valence-score
2012_16	2012	Good Feeling	valence-score
2012_17	2012	Whistle	valence-score
2012_18	2012	One More Night	valence-score
2012_19	2012	Drive By	valence-score
2012_20	2012	The Motto	valence-score
2012_21	2012	Where Have You Been	valence-score
2012_22	2012	Everybody Talks	valence-score
2012_23	2012	Take Care	valence-score
2012_24	2012	Titanium	valence-score
2012_25	2012	I Won't Give Up	valence-score
2012_26	2012	It Will Rain	valence-score
2012_27	2012	Mercy	valence-score
2012_28	2012	Boyfriend	valence-score
2012_29	2012	Party Rock Anthem	valence-score
2012_30	2012	Too Close	valence-score
2012_31	2012	Part Of Me	valence-score
2012_32	2012	Young, Wild & Free	valence-score
2012_33	2012	We Are Never Ever Getting Back Together	valence-score
2012_34	2012	As Long As You Love Me	valence-score
2012_35	2012	Turn Me On	valence-score
2012_36	2012	Moves Like Jagger	valence-score
2012_37	2012	Blow Me (One Last Kiss)	valence-score
2012_38	2012	Good Time	valence-score
2012_39	2012	Give Your Heart A Break	valence-score
2012_40	2012	Ni**as in Paris	valence-score
2012_41	2012	The One That Got Away	valence-score
2012_42	2012	Feel So Close	valence-score
2012_43	2012	Someone Like You	valence-score
2012_44	2012	Scream	valence-score
2012_45	2012	Rack City	valence-score
2012_46	2012	Domino	valence-score
2012_47	2012	Gangnam Style	valence-score
2012_48	2012	International Love	valence-score
2012_49	2012	Home	valence-score
2012_50	2012	Without You	valence-score
2012_51	2012	Ass Back Home	valence-score
2012_52	2012	Wanted	valence-score
2012_53	2012	Drunk On You	valence-score
2012_54	2012	No Lie	valence-score
2012_55	2012	Want U Back	valence-score
2012_56	2012	Don't Wake Me Up	valence-score
2012_57	2012	Dance (A$$)	valence-score
2012_58	2012	Springsteen	valence-score
2012_59	2012	Brokenhearted	valence-score
2012_60	2012	Not Over You	valence-score
2012_61	2012	Stereo Hearts	valence-score
2012_62	2012	Back In Time	valence-score
2012_63	2012	Work Out	valence-score
2012_64	2012	Rumour Has It	valence-score
2012_65	2012	Let's Go	valence-score
2012_66	2012	Good Girl	valence-score
2012_67	2012	Pontoon	valence-score
2012_68	2012	Ho Hey	valence-score
2012_69	2012	Paradise	valence-score
2012_70	2012	Blown Away	valence-score
2012_71	2012	Rolling In The Deep	valence-score
2012_72	2012	Climax	valence-score
2012_73	2012	Work Hard, Play Hard	valence-score
2012_74	2012	Let Me Love You (Until You Learn To Love Yourself)	valence-score
2012_75	2012	Pound The Alarm	valence-score
2012_76	2012	Come Over	valence-score
2012_77	2012	Heart Attack	valence-score
2012_78	2012	Drank In My Cup	valence-score
